onset,duration,period,division,bar,beat,tatum,beat_duration,signature,pitch,loud_median,phrase_id,phrase_begin,chorus_id,chord,form,idea
60.0177777778,0.181405895692,4,5,11,3,4,1.16197278912,"""4/4""",62,70.5560144878,12,0,1,G-j7,A2,#lick
60.2354648526,0.163990929705,4,5,11,3,5,1.16197278912,"""4/4""",62,67.8803177827,12,0,1,G-j7,A2,#lick
60.4110657596,0.129160997732,4,4,11,4,1,1.16734693878,"""4/4""",65,58.8480267506,12,0,1,G-j7,A2,#lick
60.6302040816,0.348299319728,4,4,11,4,2,1.16734693878,"""4/4""",60,63.5487971249,12,0,1,G-j7,A2,#lick
61.0075283447,0.127709750567,4,4,11,4,3,1.16734693878,"""4/4""",58,58.3766526143,12,0,1,G-j7,A2,#lick
61.1570068027,0.116099773243,4,4,11,4,4,1.16734693878,"""4/4""",57,59.2340862125,12,0,1,G-j7,A2,#lick
61.8724716553,0.0769160997732,4,8,12,1,3,1.1064399093,"""4/4""",65,66.0594261484,13,1,1,G-7,A2,#lick
61.9682539683,0.468752834467,4,8,12,1,4,1.1064399093,"""4/4""",67,65.8301645458,13,0,1,G-7,A2,#lick
62.4732879819,0.127709750567,4,8,12,1,7,1.1064399093,"""4/4""",64,68.8577285907,13,0,1,G-7,A2,#lick
62.6024489796,0.117551020408,4,8,12,1,8,1.1064399093,"""4/4""",65,64.0848472233,13,0,1,G-7,A2,#lick
